,Path,Age,Emotion,Class,Features
256,OAF_door_ps.wav,Old,ps,Old and ps,"[-4.7781595e+02  1.0048398e+02  9.6016626e+00 -3.1675014e+00
 -8.3223543e+00  8.2635221e+00 -2.1824450e+01 -6.8063307e-01
 -2.2617517e+01 -1.3479672e-01 -8.5883303e+00 -2.4215097e+00
 -1.0758924e+00 -1.4446797e+00 -3.6918533e+00 -1.1495147e+00
 -1.1386093e+00  7.1777329e+00  6.3291621e+00  1.0751733e+00
  5.9886336e+00  4.4191697e-01 -3.4673777e-01  5.6132326e+00
 -1.3670142e-01  5.9462128e+00  9.0360934e-01  7.2272115e+00
  3.9325225e+00  3.6155272e+00  1.0344486e+00 -1.9577881e+00
  3.2157564e+00  3.2491503e+00  1.0233413e+01  1.0906807e+01
  1.4133582e+01  1.3748232e+01  9.5081615e+00  4.8717995e+00]"
257,OAF_door_sad.wav,Old,sad,Old and sad,"[-5.10070343e+02  1.03111145e+02  2.38725204e+01  1.24608479e+01
  4.74442911e+00  1.33027201e+01 -5.37334919e+00 -6.60666943e+00
 -1.59757557e+01  5.53066444e+00 -1.45955143e+01  2.69043589e+00
 -9.63303185e+00  5.99484396e+00 -1.02677190e+00  3.90014589e-01
  8.50726962e-01  2.82750201e+00 -1.26883554e+00 -5.77062988e+00
  9.67988014e-01 -4.38967943e+00 -2.91717982e+00  1.25270557e+00
 -5.74928808e+00  4.18500870e-01 -1.21492183e+00  4.32114792e+00
  1.94730508e+00  7.38167906e+00  9.68899536e+00  1.23783808e+01
  6.88303661e+00  5.94254208e+00  8.52419758e+00  6.70308065e+00
  1.17975063e+01  1.41763535e+01  8.53449631e+00  6.88889647e+00]"
258,OAF_fail_angry.wav,Old,angry,Old and angry,"[-3.9823557e+02  3.7086613e+01 -1.2882000e+01 -4.3080287e+00
 -6.9430485e+00 -1.0507154e+00 -2.5114586e+01  1.4718715e+00
 -1.6981272e+01  8.7850943e+00 -1.4181112e+01  1.4777391e+01
 -5.7258282e+00  1.2143005e+01 -3.5069332e+00  1.5548569e+00
 -3.1826215e+00 -2.9484634e+00 -3.9299436e+00 -1.0529531e+01
 -9.8206002e-01  1.2821304e+01  6.4237189e+00  2.4872337e+01
  2.5837852e+01  2.1874321e+01  1.5624694e+01  9.6229477e+00
  8.8433474e-01  6.7488632e+00  3.5484655e+00  6.7687998e+00
  8.5544777e+00 -2.3576648e+00  1.2208785e+00  1.6684155e+00
  1.4629486e+00  3.7946904e+00  1.9055386e+00 -2.0509927e-01]"
259,OAF_fail_disgust.wav,Old,disgust,Old and disgust,"[-4.4420309e+02  7.7143936e+01  1.0645405e+01  5.0773296e+00
  2.1232314e+00  1.1245141e+00 -1.7728676e+01  7.0357990e+00
 -2.4959108e+01  7.9334478e+00 -1.7952356e+01  7.6277957e+00
 -6.8882360e+00  1.2009487e+01 -6.1566253e+00  4.5743709e+00
 -6.3264709e+00  4.4150562e+00 -2.8446453e+00 -3.3654611e+00
  9.8670453e-01  3.0972356e-01 -4.8887844e+00  5.0683107e+00
 -2.2321334e+00  3.7886100e+00 -1.2034537e-01  4.0692210e+00
  1.5415151e+00  4.5113521e+00  3.3963749e+00  3.7745295e+00
  9.7189665e-01  2.1014302e+00  4.5257015e+00  5.3558774e+00
  9.5365877e+00  8.8436928e+00  1.1040892e+01  1.0222714e+01]"
260,OAF_fail_fear.wav,Old,fear,Old and fear,"[-4.2004007e+02  5.5299793e+01  1.6973315e+00 -2.8222077e+00
 -6.7834706e+00  6.0882254e+00 -2.2611460e+01  1.5651590e+00
 -2.2554682e+01  6.7538400e+00 -2.1545588e+01 -1.2728610e+00
 -6.6814847e+00  5.8682070e+00 -3.4972923e+00  3.2841730e+00
 -8.4856901e+00  8.4945917e+00 -1.1468363e+00  1.5524110e-01
  7.9434123e+00  1.6797756e+01  1.6429422e+01  2.9761076e+01
  2.4470972e+01  2.1047667e+01  6.3354464e+00  1.2227637e+00
 -4.7526445e+00  6.3738451e+00  3.3452723e+00  2.0765555e+00
 -4.1335254e+00 -7.1716175e+00  1.4672725e+00  5.7675471e+00
  1.4755307e+00 -2.4369719e+00 -2.4068561e+00  1.1076118e+00]"
261,OAF_fail_happy.wav,Old,happy,Old and happy,"[-4.2215152e+02  7.9701263e+01  7.6935849e+00 -7.5721264e+00
 -8.1585684e+00  6.4426646e+00 -2.1651930e+01  6.4066033e+00
 -2.3828480e+01  5.1276159e+00 -1.8541275e+01  1.7570401e+00
 -5.2082467e+00  4.1821966e+00 -1.2586166e+00  7.3254991e+00
 -4.5725904e+00  1.6297607e+01 -3.9369941e+00  1.2144936e+00
  1.9964927e+00  3.7787026e-01 -2.8175797e+00  2.9707990e+00
 -5.3454781e+00  6.2636366e+00  3.3344188e+00  1.0162505e+01
  3.1998663e+00  8.5594320e+00  3.2942438e+00  4.7445598e+00
  4.3860307e+00  3.6696177e+00  3.8288584e+00  4.9199724e+00
  8.1460562e+00  6.7776580e+00  7.4275718e+00  1.0130760e+01]"
262,OAF_fail_neutral.wav,Old,neutral,Old and neutral,"[-5.0199045e+02  7.5721153e+01  1.0111195e+01  1.0236870e+01
 -8.3783066e-01  1.2671490e+01 -1.2578046e+01 -3.7255311e+00
 -1.9722818e+01  6.8157911e+00 -1.6421669e+01  9.7904024e+00
 -9.5147009e+00  1.0292131e+01  8.2782726e+00  5.7119260e+00
 -4.5760646e+00  9.8737764e+00 -4.8910456e+00 -3.1675234e+00
  3.1529009e+00  3.8663440e+00 -6.4785700e+00  7.1468616e-01
 -8.5738811e+00 -1.0645733e+00 -2.5433328e-03 -2.5164294e+00
 -3.8243785e+00  4.5729852e-01 -8.7325745e+00 -2.8616173e+00
 -7.4946421e-01  8.6693773e+00  2.7699242e+01  3.1815565e+01
  3.6984451e+01  2.8104567e+01  1.4995774e+01  2.9396060e+00]"
263,OAF_fail_ps.wav,Old,ps,Old and ps,"[-4.0008768e+02  7.6833138e+01 -7.7922192e+00 -1.4574038e+00
 -3.7658656e+00 -1.8189183e+00 -2.3770905e+01  1.0860623e+01
 -2.7179825e+01  9.0081997e+00 -2.2267054e+01  1.7916118e+00
 -4.3462572e+00 -1.7680348e+00 -2.9580081e+00  6.0757089e+00
 -2.2942786e+00  1.5114992e+01 -1.9653921e+00  4.3544469e+00
  3.2543259e+00  3.2311337e+00 -7.3912269e-01  7.2109842e+00
 -2.7967176e+00  6.2062163e+00 -3.4829435e+00  7.1492186e+00
  9.6990503e-02  3.7938907e+00  2.7616601e+00  2.6533985e+00
  6.4288726e+00  8.5852823e+00  1.1484220e+01  1.1662626e+01
  1.1495859e+01  8.2268572e+00  8.1426668e+00  5.2951202e+00]"
264,OAF_fail_sad.wav,Old,sad,Old and sad,"[-4.9892957e+02  7.9856667e+01  1.8974859e+01  1.2913088e+01
  9.7230606e+00  1.5716142e+01 -1.4736920e+01 -5.3553677e+00
 -1.7315683e+01  7.2352662e+00 -1.4360594e+01  7.8888240e+00
 -7.9478750e+00  1.1574296e+01  1.6011471e-01 -2.9265084e+00
 -2.5998237e-02  6.3425255e+00 -1.7788814e-01 -8.2331352e+00
  6.2144804e+00 -3.1395063e+00 -1.6467613e+00  1.4624485e-01
 -7.3099909e+00  1.6332511e+00  1.8137372e-01  3.5346987e+00
  2.2424743e+00  1.1352843e+01  1.0376202e+01  1.4153060e+01
  6.8034368e+00  6.7142935e+00  3.5118914e+00  3.5207076e+00
  1.0411898e+01  1.1120646e+01  9.7130833e+00  6.7725649e+00]"
265,OAF_fall_angry.wav,Old,angry,Old and angry,"[-3.8672647e+02  6.1213535e+01 -4.8269281e+00 -6.8347273e+00
 -2.7755861e+01  3.1054025e+00 -2.3337826e+01  7.9487510e+00
 -1.8608339e+01  4.5628943e+00 -1.4123925e+01  6.2921462e+00
 -8.4378996e+00  9.4848070e+00 -2.9252074e+00  8.3862469e-02
 -2.6451271e+00  1.6871822e-01 -5.1661239e+00 -1.4413264e+01
 -3.4147248e+00  2.6396945e+00 -1.4019819e+00  1.6038740e+01
  2.3268625e+01  2.5725281e+01  2.2546125e+01  1.8611979e+01
  4.9217625e+00  4.7320323e+00  4.0786242e+00  4.0959697e+00
  6.6849260e+00 -1.5380250e+00  5.8049917e+00  2.0211976e+00
  3.0310323e+00  4.7843404e+00 -2.7779800e-01  9.3510187e-01]"
266,OAF_fall_disgust.wav,Old,disgust,Old and disgust,"[-4.7216797e+02  9.7501778e+01  2.4853249e+01  4.2388005e+00
 -1.0100289e+01  4.4886093e+00 -1.5924490e+01  1.1720278e+01
 -1.7189009e+01  3.1920168e+00 -3.6954064e+00 -1.6500651e+00
 -3.3047404e+00  4.9541836e+00 -5.4692264e+00  4.1334634e+00
 -4.8681440e+00  6.8049703e+00 -1.5282451e+00 -2.4174719e+00
  1.8206229e+00  4.1224596e-01 -5.0770264e+00  2.8762136e+00
 -2.1415298e+00  3.0276027e+00 -2.6021478e+00  3.6576948e+00
 -4.8145920e-01  3.9845440e+00  2.4096034e+00  3.2870755e+00
  2.1139412e+00  2.1855342e+00  5.1366839e+00  4.4456882e+00
  6.5680614e+00  6.7825985e+00  1.0124152e+01  6.8191853e+00]"
267,OAF_fall_fear.wav,Old,fear,Old and fear,"[-4.4724777e+02  5.3166107e+01  1.4918451e+01 -5.8067465e+00
 -2.2758808e+01  9.0601721e+00 -1.7049442e+01  1.3199282e+01
 -2.4654446e+01  4.2330871e+00 -1.4976474e+01 -3.2190077e+00
 -7.2885704e+00  8.8797808e+00 -7.7052932e+00  2.8607121e+00
 -4.3359070e+00  4.7947593e+00 -1.4937605e+00  4.1284189e+00
  4.9325910e+00  2.1774775e+01  1.3412170e+01  3.1802992e+01
  2.1440933e+01  1.4960161e+01  5.9171681e+00  6.4129491e+00
 -1.4490496e+00  8.9907990e+00  2.6732085e+00 -2.3056901e+00
 -1.7456355e+00 -3.7207906e+00  8.0831251e+00  2.8482623e+00
 -3.6275823e+00 -2.0049424e+00  6.8788327e-02  2.6268759e+00]"
268,OAF_fall_happy.wav,Old,happy,Old and happy,"[-4.19409515e+02  8.73713379e+01  5.67343473e+00 -4.83404493e+00
 -2.80508804e+01  1.32209790e+00 -1.71887684e+01  3.25363588e+00
 -1.91442986e+01  8.99137115e+00 -1.48921385e+01 -2.30302954e+00
 -2.02615881e+00  1.56814623e+00 -1.33655846e+00  1.08553085e+01
  1.56589150e+00  1.48390884e+01  2.15585262e-01  5.38764000e-01
  3.96351480e+00  5.61527729e+00  2.79375648e+00  6.22395849e+00
 -7.11085618e-01  4.17505598e+00  3.37625623e-01  5.85170794e+00
 -6.70031428e-01  7.26526070e+00  2.64628005e+00  3.76640844e+00
  5.85562181e+00  3.26435041e+00  2.11399889e+00  4.63822889e+00
  4.24837112e+00  5.70480728e+00  5.28088093e+00  8.53701115e+00]"
269,OAF_fall_neutral.wav,Old,neutral,Old and neutral,"[-5.0369028e+02  8.6219131e+01  1.9725908e+01  1.3500980e+01
 -1.1803939e+01  6.3040800e+00 -7.2976794e+00  3.0065939e+00
 -1.6377005e+01  7.1364746e+00 -1.2869611e+01  4.8987274e+00
 -8.4881086e+00  7.4778318e+00  1.5558573e+00  6.8812423e+00
  1.1084070e-01  7.2979341e+00 -5.1744218e+00 -2.1243436e+00
 -1.7885856e-01  3.2525423e+00 -4.5183887e+00  4.7761626e+00
 -7.2871609e+00 -5.2106705e+00 -2.7197671e+00 -2.5218999e-01
 -5.9950919e+00  3.3915210e+00 -6.2899284e+00 -3.7762544e+00
 -1.0091589e+01 -4.0464187e+00  8.9351978e+00  1.4533503e+01
  3.0437687e+01  3.5808662e+01  3.0265125e+01  1.8160120e+01]"
270,OAF_fall_ps.wav,Old,ps,Old and ps,"[-4.81457031e+02  1.02561646e+02  8.98622704e+00 -1.36623096e+00
 -1.88083000e+01  5.17717838e+00 -2.51441517e+01  1.11764250e+01
 -2.56667824e+01  6.73959827e+00 -8.82046700e+00 -2.89845276e+00
 -4.21770191e+00  3.52702022e+00 -7.35178757e+00  1.31740439e+00
  1.63397121e+00  8.65206623e+00  6.50961685e+00 -4.91794348e+00
  5.73111200e+00 -4.74053669e+00  8.95976067e-01  8.56805992e+00
 -1.26714134e+00  8.43099976e+00  7.79267967e-01  7.55819607e+00
  2.36020565e+00  4.89162731e+00  2.98470587e-01  1.67858887e+00
  1.08943987e+01  8.66753387e+00  1.22283230e+01  9.86886311e+00
  9.64928913e+00  5.34104586e+00  4.79344320e+00  6.56908131e+00]"
271,OAF_fall_sad.wav,Old,sad,Old and sad,"[-4.9138007e+02  9.8428955e+01  3.0825975e+01  1.5069215e+01
 -3.2489636e+00  1.1708560e+01 -1.1201851e+01 -8.3756036e-01
 -1.5917895e+01  4.0637002e+00 -8.9561043e+00  5.4632025e+00
 -1.4183675e+01  8.2750721e+00 -3.2064800e+00 -8.1994665e-01
 -1.1498172e+00  3.5289247e+00  3.6378331e+00 -5.7244182e+00
  2.6537566e+00 -2.1691031e+00 -4.1426921e+00 -1.2704147e-01
 -3.7443566e+00 -1.0345085e-02 -3.8758693e+00  5.9923310e+00
  9.5355952e-01  6.5920463e+00  7.0421247e+00  1.1275924e+01
  6.7695074e+00  2.9804227e+00  6.7438469e+00  1.0631407e+00
  4.8987398e+00  8.3297710e+00  7.6078429e+00  9.8930759e+00]"
272,OAF_far_angry.wav,Old,angry,Old and angry,"[-376.3611      56.91034    -20.521238   -26.562403   -18.230652
   10.823165   -21.603556     2.8087783  -21.677258     2.642915
  -15.795005    15.818655    -4.1066904   11.143944    -4.6434426
   -3.7781034   -4.6303864   -9.11544     -3.9383059   -6.181887
   -2.8697224   12.76643      7.084173    16.574255    22.809032
   16.388609    15.303634    13.07446      5.2347097    9.283851
    8.7427       8.172078     8.636709    -2.090838     1.0988495
   -1.5591216    4.0365386    7.832894     0.8657646   -0.9330854]"
273,OAF_far_disgust.wav,Old,disgust,Old and disgust,"[-4.66445679e+02  8.94927750e+01  1.06540308e+01 -7.31205130e+00
 -2.33393979e+00  1.08466024e+01 -1.10474825e+01  1.06939688e+01
 -1.76445141e+01  8.02704811e+00 -1.53369465e+01  7.80901480e+00
 -3.98698282e+00  3.96177506e+00 -3.46339583e+00  1.12952912e+00
 -1.45452052e-01  4.11776495e+00  1.03303647e+00 -2.73980927e+00
 -3.82285863e-01  6.11703813e-01 -4.50138283e+00  1.60043979e+00
 -1.06210031e-01 -2.73458995e-02  5.51243639e+00  3.75950766e+00
 -7.87101209e-01  4.03556061e+00  1.69288659e+00  4.11013222e+00
  3.82057858e+00  5.92417049e+00  6.41996050e+00  4.37288141e+00
  6.27143478e+00  7.97231054e+00  6.71290684e+00  5.69712019e+00]"
274,OAF_far_fear.wav,Old,fear,Old and fear,"[-4.1978781e+02  6.2265652e+01  3.3299267e+00 -1.8763990e+01
 -1.5029690e+01  1.3848274e+01 -2.0320332e+01  4.9804721e+00
 -1.7901079e+01  5.5639329e+00 -2.4544487e+01  3.5971510e+00
 -1.0236606e+01  8.1513844e+00 -7.7311196e+00 -1.5702662e+00
 -5.0604157e+00  4.7024927e+00 -2.8381482e-01 -2.5104117e+00
 -1.7092723e+00  1.6558714e+01  1.1961805e+01  3.1625269e+01
  2.8508081e+01  2.7553061e+01  1.1194314e+01  4.9499669e+00
 -7.7594161e+00  6.2547646e+00  2.8941097e+00  5.7399182e+00
  7.9932772e-02 -9.0921135e+00  2.2647351e-01  3.8434851e+00
  1.3693401e+00 -1.0206120e+00 -4.0597811e+00 -6.9969445e-01]"
275,OAF_far_happy.wav,Old,happy,Old and happy,"[-4.4531644e+02  9.0187103e+01  8.6373863e+00 -1.8959362e+01
 -8.4506187e+00  1.3491291e+01 -1.4900593e+01  3.4714708e+00
 -2.3129881e+01  5.6577134e+00 -2.1642204e+01  2.9935019e+00
 -8.4612417e+00  2.1568902e+00 -2.7526388e+00  3.2525690e+00
 -2.9088194e+00  1.4492519e+01 -7.7882731e-01 -2.6270354e+00
 -7.8703664e-02  1.5921988e+00 -7.0214766e-01  7.1988802e+00
 -5.8933377e-01  8.4792948e+00  4.4468412e+00  8.1400833e+00
 -4.3553568e-02  6.4515843e+00 -1.0615205e+00  5.0056567e+00
  4.9656940e+00  8.9612842e-01  3.6949532e+00  3.4016702e+00
  5.2743869e+00  4.2741656e+00  7.9461284e+00  1.0477353e+01]"
276,OAF_far_neutral.wav,Old,neutral,Old and neutral,"[-4.8601105e+02  7.5634911e+01  6.5226660e+00 -1.6043421e+00
 -2.5044413e+00  1.9309097e+01 -1.5085411e+01 -1.6951897e+00
 -1.9782000e+01  6.9516902e+00 -1.7865288e+01  1.2047001e+01
 -1.0391498e+01  8.2295580e+00  5.5852795e+00  4.2329812e+00
 -1.0772182e+00  6.9901819e+00 -2.5118232e+00 -5.7147795e-01
  4.2248073e-01  5.4772201e+00 -5.7497616e+00 -4.6229199e-01
 -8.1590919e+00 -1.4892774e+00  2.8561780e-01 -9.7976260e-02
 -6.2167373e+00  8.3717674e-01 -8.4677992e+00  4.9361676e-01
  7.2517428e+00  1.8656187e+01  3.1417971e+01  3.1776802e+01
  3.0428713e+01  1.8144361e+01  5.4409342e+00  8.1156498e-01]"
277,OAF_far_ps.wav,Old,ps,Old and ps,"[-4.1850912e+02  8.6361183e+01 -5.9041419e+00 -1.8305265e+01
 -7.2859783e+00  7.0672011e+00 -1.6961868e+01  4.8844967e+00
 -1.9945993e+01  6.2983637e+00 -1.5761239e+01 -3.2580569e-01
 -4.0456815e+00  8.8461924e-01 -1.3602743e+00  6.1864705e+00
 -2.0182950e+00  1.4290067e+01  1.5646460e+00 -1.1670073e+00
  3.6093602e+00  3.4902968e+00 -2.7009585e+00  6.2988167e+00
  2.7156608e+00  3.8397598e+00  2.1107264e+00  7.1233864e+00
 -7.2823191e-01  3.6531990e+00  2.0433455e+00  5.2018008e+00
  8.5797329e+00  8.3479233e+00  1.4471427e+01  1.2405124e+01
  1.0034591e+01  9.1170359e+00  8.7735157e+00  4.4789300e+00]"
278,OAF_far_sad.wav,Old,sad,Old and sad,"[-4.9573807e+02  9.0055946e+01  1.9869486e+01  5.6720953e+00
  1.0507306e+01  1.8335651e+01 -9.5637884e+00 -5.3828726e+00
 -1.5636890e+01  8.8141842e+00 -1.5854381e+01  1.0871210e+01
 -6.1312547e+00  1.2217968e+01 -3.4570627e+00 -3.3266211e+00
  4.5017128e+00  4.1789632e+00  3.6537144e+00 -6.9352446e+00
  2.8806598e+00  2.2123030e-01 -3.1044059e+00  9.7195548e-01
 -6.7220626e+00  6.1745805e-01  1.3832538e+00  3.8413973e+00
  3.6692495e+00  1.3335588e+01  9.8241177e+00  1.3665357e+01
  4.5432148e+00  4.5803261e+00  4.3928962e+00  3.1567757e+00
  1.2914324e+01  1.1538345e+01  8.9918861e+00  4.9721723e+00]"
279,OAF_fat_angry.wav,Old,angry,Old and angry,"[-398.5795       48.99013     -20.866583    -14.836946     -6.151853
   11.353242    -25.770008      8.569036    -16.510914      5.144302
  -14.781976      8.44782      -6.9932814    14.740479     -0.9532623
    5.463949     -2.454516      2.5633626    -1.0607032   -11.150944
   -0.77120805    1.9705536    -4.7934523     6.7935476    12.380463
   19.270704     24.691084     25.191982     15.2453       10.119335
    3.8776712     4.7271867     5.988877      3.3989136     2.6415598
   -0.8560673     1.2352439     3.2290893     2.8181138     2.6908424 ]"
280,OAF_fat_disgust.wav,Old,disgust,Old and disgust,"[-432.6324      79.85195     -5.373111    -2.3565476    5.666827
   13.266598   -23.194614     6.613525   -17.627792     5.815139
   -7.384395     0.6300713   -3.99708      4.0255218   -2.1077678
    4.6638427   -5.9017754    7.5321107   -1.3549229    0.9437767
   -1.1510874    0.5943067   -3.1260133    3.9152536   -2.0138547
    4.885123    -2.359242     4.5683475   -1.379485     4.6357746
    2.7001498    3.4548163    3.2937005    4.8664474    4.655206
    4.8806977    3.3746312    2.7641306    5.7528424    4.6811004]"
281,OAF_fat_fear.wav,Old,fear,Old and fear,"[-4.2239648e+02  6.2104004e+01 -4.3742118e+00 -1.1871084e+01
 -5.4970288e+00  9.1846685e+00 -2.1284908e+01  6.7980676e+00
 -2.6380581e+01  7.9382234e+00 -1.8559555e+01  2.8913469e+00
 -1.2227469e+01  8.5202875e+00 -3.1582770e+00  5.6495204e+00
 -4.8015733e+00  7.2594337e+00  1.7735041e+00  3.6914434e+00
  1.7163378e+00  1.0858420e+01  2.0650892e-01  1.7822365e+01
  1.8715145e+01  2.1900414e+01  1.3810487e+01  1.0938844e+01
 -1.2399278e+00  2.8363240e+00  2.7309294e+00  3.5104940e+00
 -5.1809096e-01 -2.0234420e+00  1.4468652e+00  4.4986181e+00
  1.3595161e+00 -1.0441437e+00  2.5389713e-01 -1.9459066e-01]"
282,OAF_fat_happy.wav,Old,happy,Old and happy,"[-4.1835483e+02  7.8448586e+01 -6.1730719e+00 -4.8878808e+00
 -8.6857462e+00  6.8822231e+00 -2.2418613e+01  8.2894287e+00
 -2.0027510e+01  8.1275911e+00 -1.4570442e+01  1.9163822e-01
 -2.8964636e+00  2.4795358e+00 -1.3209026e+00  1.8000638e+00
 -7.0792074e+00  1.5633588e+01 -3.2904744e-01  9.2121315e+00
  6.5790954e+00  8.8020115e+00  3.4882705e+00  6.1310706e+00
  2.4546289e+00  6.0343833e+00  2.0660813e+00  6.6606050e+00
 -6.0140949e-01  4.4866462e+00  7.7932042e-01  2.5980198e+00
  2.9407916e+00  2.0941038e+00  4.0514193e+00  5.3535857e+00
  2.1893337e+00  4.7760158e+00  3.5842698e+00  7.6359181e+00]"
283,OAF_fat_neutral.wav,Old,neutral,Old and neutral,"[-4.75571503e+02  8.63515015e+01  7.58971334e-01  2.96863937e+00
 -3.62706393e-01  1.47362995e+01 -1.89165211e+01  1.99468350e+00
 -1.67541885e+01  4.56805468e+00 -1.20824919e+01  5.57309580e+00
 -9.56168652e+00  1.04854250e+01  1.71636832e+00  7.22002363e+00
 -3.01770020e+00  7.93380404e+00 -2.62624168e+00 -2.88019276e+00
  2.17446685e+00  1.67624259e+00 -3.24434280e+00  3.98194194e+00
 -5.40916157e+00 -3.91620779e+00 -9.82961595e-01 -2.24886060e+00
 -3.56462550e+00  3.26208973e+00 -4.79561377e+00  3.49911600e-01
 -8.92082310e+00 -1.47794664e+00  6.16534710e+00  1.52219915e+01
  2.42426357e+01  3.01603603e+01  2.68067245e+01  1.67922688e+01]"
284,OAF_fat_ps.wav,Old,ps,Old and ps,"[-4.9345105e+02  8.2337524e+01 -1.0037157e+01 -4.1242332e+00
  2.9171970e+00  1.4252218e+01 -2.1889580e+01  7.5456095e+00
 -1.8065828e+01  4.5473399e+00 -7.7955465e+00  3.8918455e+00
 -2.8279469e+00  3.5011721e+00 -2.8068745e+00 -2.0396171e+00
 -6.4764309e-01  1.1042677e+01  4.7366180e+00 -8.7443721e-01
  4.6271729e+00 -3.0203297e+00  1.0665466e+00  6.7341805e+00
  2.7887437e+00  9.6106615e+00  2.5971754e+00  7.5928226e+00
  5.6705713e+00 -7.1724629e-01 -1.5413132e+00 -2.9776907e-02
  6.1521535e+00  9.6690502e+00  1.3524109e+01  1.3001808e+01
  1.0917086e+01  7.8828049e+00  3.0755906e+00  2.2804954e+00]"
285,OAF_fat_sad.wav,Old,sad,Old and sad,"[-4.8126328e+02  8.8487762e+01  8.1171274e+00  1.3432661e+01
  3.2262971e+00  1.9087029e+01 -1.4401121e+01 -3.5335281e+00
 -1.3435533e+01  6.1287546e+00 -9.2678299e+00  5.5604615e+00
 -1.4369996e+01  8.3126907e+00 -1.0575660e+00  8.2721943e-01
 -3.3477299e+00  4.7915044e+00  3.1889908e+00 -1.7382524e+00
  3.3207326e+00 -2.7298603e+00 -3.1830158e+00  1.2557254e+00
 -3.4359770e+00 -8.6191982e-01 -2.2404635e+00  1.0423870e+00
 -1.5123378e-01  2.1397932e+00  3.5442662e+00  1.1159507e+01
  8.1037006e+00  8.8530931e+00  8.2720833e+00  6.3119955e+00
  8.7820568e+00  1.2108115e+01  1.0504284e+01  8.5243998e+00]"
286,OAF_fit_angry.wav,Old,angry,Old and angry,"[-4.2546585e+02  4.4427502e+01 -1.2707736e+01  7.2909760e+00
 -6.9627538e+00  1.6826426e+01 -3.0193869e+01 -6.3020339e+00
 -1.8095369e+01  1.5576342e+00 -7.1244197e+00  5.4148712e+00
  3.0987201e+00  8.4718523e+00  2.0367930e+00 -2.1811877e-01
 -2.8570859e+00  3.1954207e+00 -3.8378990e+00 -8.3577147e+00
 -1.1300672e+00  2.7757876e+00 -3.4048986e+00  9.2512989e+00
  6.1043305e+00  1.7020866e+01  1.7692797e+01  2.1901108e+01
  1.9852057e+01  1.6856157e+01  5.8914266e+00  3.3305418e+00
  6.0249195e+00  2.7660263e-01  7.9412813e+00  4.0441136e+00
  2.5375595e+00  2.5947208e+00  4.3779227e-01  2.4026685e+00]"
287,OAF_fit_disgust.wav,Old,disgust,Old and disgust,"[-4.4900717e+02  7.6747200e+01  8.9546919e+00  9.7370272e+00
  6.9787216e+00  6.5122347e+00 -2.3023087e+01  6.1784916e+00
 -2.4111010e+01  9.4128609e+00 -2.0113914e+01  8.6971502e+00
 -3.0659301e+00  9.5216007e+00 -2.1058352e+00  2.6752496e+00
 -4.3749337e+00  1.0224714e+01 -2.6648185e+00  2.6477599e+00
  3.2046103e+00 -2.3230304e-01 -2.3236620e+00  1.5534661e+00
 -2.5552845e+00  4.9212766e+00  1.1960377e+00  6.3878427e+00
  2.2460454e+00  4.8241291e+00  3.9989510e+00  4.2452612e+00
  3.4923937e+00  7.1545248e+00  4.6168656e+00  5.2038159e+00
  3.6022992e+00  1.5709876e+00  2.5957017e+00 -4.4812617e-01]"
288,OAF_fit_fear.wav,Old,fear,Old and fear,"[-4.1447708e+02  4.8487957e+01 -1.1897210e+00  3.4200549e+00
 -2.7631121e+00  7.1840644e+00 -2.2819429e+01  1.5369297e+00
 -1.7935701e+01  6.4107523e+00 -1.9127508e+01  2.2288404e+00
 -7.2925348e+00  7.5193686e+00 -5.6964240e+00 -3.7954897e-02
 -1.2810483e+00  1.3197590e+01  5.4945192e+00  1.0160772e+01
  1.7853207e+01  2.6514282e+01  1.7140072e+01  1.6655916e+01
  1.3591868e+00  1.3304745e+00 -2.7153213e+00  5.1752601e+00
  3.2539935e+00  4.1715593e+00 -4.7747808e+00 -3.0515498e-01
  3.1175761e+00  2.3891945e+00  4.2353374e-01 -1.2064569e+00
 -3.2659299e+00  2.6636078e+00  1.2102692e+00  1.5540732e+00]"
289,OAF_fit_happy.wav,Old,happy,Old and happy,"[-433.8602       73.73169      -2.7624211    -2.9579704    -5.96737
    2.8232675   -24.766144      7.161019    -18.45334       1.810457
  -14.752566     -3.5679386    -5.7619405     4.841578     -0.86673295
    7.029544     -1.1623986    14.047051     -2.86733       7.657486
    5.5275555     8.182788      2.18363       7.034641     -2.731846
    7.9215713     1.3376893     8.840269      1.2927399     6.2009497
    0.7697795     0.54366326    5.348464      4.182328      4.162333
    8.002128      9.287592      7.478682      4.4351425     5.5094237 ]"
290,OAF_fit_neutral.wav,Old,neutral,Old and neutral,"[-5.2146411e+02  6.8558434e+01  7.6460686e+00  1.9654749e+01
  8.7566080e+00  1.7412930e+01 -1.4806969e+01 -1.2240661e+00
 -1.7254704e+01  7.7445288e+00 -1.5196468e+01  6.5648441e+00
 -8.8517523e+00  1.3264105e+01  5.8659029e+00  4.0931559e+00
 -5.3335671e+00  1.1538847e+01 -5.1654520e+00 -2.7104843e+00
  3.3262069e+00  5.5036440e+00 -4.3060532e+00  1.6147201e+00
 -5.2001100e+00 -1.0952734e+00 -6.0523238e+00 -9.9792130e-02
  1.2638611e+00  5.4535794e-01 -5.4227395e+00 -1.2006252e+00
 -6.3492584e+00 -1.7199377e+00  8.7288465e+00  1.3349025e+01
  2.5066427e+01  2.9832170e+01  2.4981232e+01  1.8290323e+01]"
